"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20"
0.587544272513229,-0.00923627299597683,-0.481290432375828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.589448453722743,-0.0105129313902418,-0.483211711916778,0,0.0299139497010592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.591220729046594,-0.0108590045931866,-0.48436129879295,0,0.057225141748838,0,0,0,0.0191678313655609,0,0,0,0,0,0,0,0,0,0,0
0.59287068258206,-0.0109822740010445,-0.485282275843958,0,0.082056643739386,0,0,0,0.0417301957256986,0,0,0,0,0,0,0,0,0,0,0
0.594396631775118,-0.0111122954731424,-0.486167837065869,0,0.104613721032277,0,0,0,0.06222720413918,0,0,0,0,0,0,0,0,0,0,0
0.59580113077479,-0.0112423191296699,-0.487016474094835,0,0.125113237302451,0,0,0,0.080859172233527,0,0,0,0,0,0,0,0,0,0,0
0.597912908839354,-0.0127715846172966,-0.487823898012096,0,0.144599331252147,0,-0.0138244555501843,0,0.0984218408225146,0,0,0,0,0,0,0,0,0,0,0
0.602253016135449,-0.0166624695509336,-0.490190845262234,0,0.164376984851213,0,-0.0373695434773586,0,0.114870961456301,0,-0.0111643882095405,0,0.0155071089308569,0,0,0,0,0,0,0
0.607166808441971,-0.0209491313315633,-0.493141506991209,0,0.18313340367177,0,-0.060478722046189,0,0.130029569142092,0,-0.029184402351165,0,0.0353722324257752,0,0,0,0,0,0,0
0.611747654719753,-0.0248695191656903,-0.495953885610626,0,0.200250353247576,0,-0.0816449015058179,0,0.143864661502397,0,-0.0456558889311975,0,0.0534113228145327,0,0,0,0,0,0,0
0.615912730548514,-0.0284332201588589,-0.498621806207768,0,0.21594246433283,-0.00117445881388505,-0.101000154032216,0,0.156415417405639,0,-0.0607159332345468,0,0.0699292580647054,0,0,0,0,0,0,0
0.618668496403208,-0.0313187226295035,-0.505639667079815,0.00810596570383862,0.231948350724055,-0.0143647970244209,-0.117346956975883,0,0.167039248924185,0,-0.0745769847190997,0,0.0863742227723293,0,0,0,0,0,0,0
0.621246804082086,-0.0339627902143902,-0.51294516223927,0.0171260665833627,0.246780677258312,-0.0263562120798994,-0.132136462575574,0,0.176721199619112,0,-0.0873118194056469,0,0.101339022918056,0,0,0,0,0,0,0
0.623675097424542,-0.0364135908613218,-0.519646862558746,0.0254083836901437,0.26035569852607,-0.0372747385253096,-0.145710687965528,0,0.185538208293767,0,-0.0989960867340311,0,0.114942428240757,0,0,0,0,0,0,0
0.625951216419814,-0.0386822249997413,-0.525793727046519,0.0330112327403166,0.272779477546892,-0.0472200987015185,-0.15816492377012,0,0.193570171618807,0,-0.109715791742903,0,0.127313173202163,0,0,0,0,0,0,0
0.628076057166735,-0.0407796884156882,-0.531430629427395,0.0399882888377456,0.284148618567493,-0.0562816991861288,-0.169587409523239,0,0.200888887381526,0,-0.119549110225325,0,0.138566704825042,0,0,0,0,0,0,0
0.630053938465911,-0.0427167060880988,-0.536599164628305,0.0463890176754227,0.294551483355528,-0.0645400156620235,-0.180059884104116,0,0.20755923448877,0,-0.128567585930111,0,0.148806966178794,0,0,0,0,0,0,0
0.631888722916749,-0.0445035995918658,-0.54133610091026,0.0522589518580869,0.304068198886894,-0.0720674403560663,-0.189657468126088,0,0.213639230679173,0,-0.136836320935887,0,0.158127062126249,0,0,0,0,0,0,0
0.633612950464337,-0.0461288358671281,-0.545634324720636,0.0575338043110654,0.31267350523106,-0.0788904992469322,-0.198457436753367,0,0.219128678839871,0,-0.144324119828248,0,0.166655907595769,0,0,0,-0.00115124950077641,0,0,0
0.635262177846326,-0.0475682705322081,-0.549468997914152,0.0621078760996794,0.320304248394127,-0.0850124449538265,-0.206520264147663,0,0.224003289889411,0,-0.150952750017951,0,0.174523761876452,0,0,0,-0.00500434696792757,0,0,0
0.636774558918143,-0.0488876104510699,-0.552982352896618,0.0663006584869049,0.327287986970615,-0.0905905319232625,-0.213882887290506,0,0.228448152927274,0,-0.157014855637537,0,0.181679414090312,0,0,0,-0.00848863616402361,0,0,0
0.638113131779853,-0.0500990011456174,-0.556219691815709,0.0701485036038655,0.333763985683901,-0.0956852043966784,-0.22064829231221,0,0.232542394399265,0,-0.162567085987511,0,0.188186437914833,0,0,0,-0.0116871214585882,0.00056935810646938,0,0
0.638891165613672,-0.0512334297155643,-0.559373970523776,0.073728106823114,0.34052430884626,-0.100444637494006,-0.227236614712798,0,0.236680326178932,0,-0.167733796029923,0,0.194089816331953,0,0,0,-0.0150299785612974,0.00656879051851923,0,0
0.639817138945407,-0.052381059614769,-0.562158696417471,0.076722265132271,0.346656698391017,-0.104999355522687,-0.233683169857237,0,0.24044700334864,0,-0.172461243246522,0.000974237295709196,0.199894922335818,0,0,0,-0.0181634420719635,0.0118256356363724,0,-0.00464902823402365
0.640923898225257,-0.0535895066253741,-0.564673763982965,0.0796244398578852,0.352132835963281,-0.109311626707907,-0.240065499939848,0,0.24402170996767,0,-0.176737730735887,0.00482176423426027,0.205290971663166,0,0,0.00140258004191803,-0.0206270708959747,0.0162038610680075,0,-0.00962437555987361
0.642000103416283,-0.0545849687515053,-0.567015946223949,0.082604378043983,0.357021803628244,-0.113518789355766,-0.245804727302174,0.00206781220226128,0.24759795085913,0,-0.181114979886174,0.00815284053542749,0.210249353375819,0,0,0.00452086827446216,-0.0227737449112605,0.020086690346361,0.000571324355579321,-0.0142116220428601
0.642919070462988,-0.0551262267395129,-0.569171815464515,0.0854396670418677,0.362024193980946,-0.117748421981168,-0.251687322896697,0.00588792570373212,0.251211878778455,0,-0.18546832906569,0.0114338927364038,0.215023727645537,0,-0.00311619652642204,0.00717012578394286,-0.0251856866882952,0.0237765453257434,0.00404805005827859,-0.0187441987904294
0.64369967596576,-0.0555650071384885,-0.571037964120913,0.0879948362229332,0.367106164976372,-0.1218149649984,-0.257514432770206,0.00931308984583198,0.254555399506917,0,-0.189556887817024,0.014498992647991,0.219568835397013,0,-0.0085937166642517,0.00953981884416986,-0.0276525055695382,0.0274754625456206,0.0072970611491172,-0.0230466135036501
0.644547128215967,-0.0560785838455081,-0.57287717095744,0.0903984349007799,0.371810925767615,-0.125603058804971,-0.262835864674048,0.0122802210342066,0.257761289390684,0.00222947075395705,-0.193244196640459,0.0171015153004711,0.223718698841101,0,-0.0134310871926532,0.0120148209812536,-0.0300496870219369,0.0308324415254791,0.0103123450888808,-0.0269723985511595
0.645376730930955,-0.056586696520181,-0.574597989631544,0.09260836520794,0.37613862710547,-0.129083545938472,-0.267706948030398,0.0149473007817246,0.260741159530106,0.00483668606951259,-0.196602059715629,0.0194324010156448,0.227504759939206,0,-0.0178049509465392,0.0143475624511658,-0.0322684384498931,0.0338929973079206,0.0130786808690752,-0.0305631219459301
0.646214793045753,-0.0570904956410012,-0.576173965009001,0.0946811961833177,0.380146873745195,-0.13220182985075,-0.272232496592848,0.0174311446661004,0.263540470329925,0.00719169089043815,-0.199612958907155,0.0216239269691254,0.230963772275011,-0.00144623626665099,-0.0216995250710136,0.0165642289646903,-0.0341485435630496,0.0367551372973418,0.0154693977322395,-0.0339183595134602
0.647018710075833,-0.0575718753969918,-0.577618169272266,0.096587692774586,0.383832609071094,-0.135032783937921,-0.276395894813961,0.0197146516508433,0.266128988678689,0.00933837262376248,-0.202347747090105,0.0236469479614134,0.234120035145104,-0.00322191548119569,-0.0252218252891979,0.018609319523175,-0.0358129337851335,0.0393888357934101,0.0176098401807518,-0.0370117900047788
0.647770270388881,-0.0580224397391709,-0.578941736446958,0.098323936154665,0.387208502078559,-0.137620502951539,-0.280205513421383,0.0217992328269919,0.26850267529653,0.0113035339743065,-0.204848436636087,0.0254964869473106,0.236997885705183,-0.00483833442066963,-0.0284350999551237,0.0204684351491933,-0.0373247423937985,0.0417923541349942,0.0195645313209427,-0.0398423661643165
0.648470992982965,-0.0584430581654262,-0.580154125660037,0.0999051956558789,0.39029926661583,-0.139985328387752,-0.283690092449477,0.0237020044937322,0.2706781150944,0.0131016965442086,-0.207134500877682,0.0271868760678754,0.239621784868369,-0.00630995588097128,-0.0313663033168878,0.0221587956669183,-0.0386983612351021,0.0439854899324874,0.0213492803797392,-0.0424315242322436
0.64912199611221,-0.0588347710520757,-0.581263622748144,0.1013453035287,0.393127563178305,-0.142145862184287,-0.286876039670417,0.025438652103687,0.27267060633593,0.0147463382360215,-0.209223664773128,0.0287313362667625,0.242013817783955,-0.0076498777675694,-0.0340400226928456,0.0236959294058394,-0.0399467386089252,0.0459863930729429,0.0229785782570587,-0.0447990115862272
0.649727016226922,-0.0591988577621399,-0.582279539736349,0.102657016883007,0.395715281394245,-0.144119552262963,-0.289788459347164,0.0270234609908033,0.274495086972981,0.0162500794208111,-0.211132831421641,0.0301421451627278,0.244194829354211,-0.0088700188569296,-0.0364787607808396,0.0250940444766476,-0.0410815927165461,0.0478116970954208,0.0244657712494189,-0.0469633181320228
0.650287562288158,-0.0595366015946869,-0.583208939946681,0.103851773290768,0.398081827241799,-0.14592210221873,-0.292449879681078,0.0284695732742037,0.276164810477823,0.0176245058198387,-0.212876962595144,0.0314305433952543,0.246183159599818,-0.00998116203331955,-0.0387030179800215,0.0263658577635494,-0.0421134580928106,0.049476632532188,0.0258230458071566,-0.0489412696250364
0.650806046750391,-0.0598493776186695,-0.584058891017869,0.104940035267046,0.400245429301335,-0.147568047975429,-0.294881301383544,0.0297889914075145,0.277692304257176,0.0188803648401241,-0.21447000372483,0.0326069024593362,0.247995765483543,-0.0109931117460013,-0.0407315330022281,0.0275229375387035,-0.0430518647160024,0.0509951405468729,0.0270615879679468,-0.0507484563368913
0.651285168429649,-0.0601385168286378,-0.584835918783496,0.105931278080966,0.40222284777784,-0.149070718791593,-0.297101942145467,0.0309926265720226,0.279089151611678,0.0200275848835345,-0.215924732201221,0.033680756993564,0.24964808857096,-0.0119147689716029,-0.042581374350911,0.0285757635683039,-0.043905439963675,0.0523799295251262,0.0281916536568256,-0.0523992292217219
0.651726862586366,-0.0604055770341812,-0.585546101716539,0.106834261545636,0.404029772056597,-0.150442400762757,-0.299129892235601,0.0320906693754296,0.280366174064934,0.0210752997528321,-0.217252991116103,0.034660874060171,0.251154310900029,-0.0127542457280235,-0.0442682679338675,0.0295338489506974,-0.0446819550706116,0.0536427612735137,0.0292226125053973,-0.0539068210539202
0.652133797449835,-0.0606518723423437,-0.586195001781974,0.107656823872988,0.405680435482058,-0.15169431078189,-0.300981391125157,0.0330922327593829,0.281533275908192,0.0220319386917017,-0.218465543387016,0.035555294078671,0.252527279974889,-0.0135188965820618,-0.0458064405941885,0.0304058094901441,-0.0453884795968701,0.0547942511755505,0.0301630647640849,-0.0552833732757278
0.652508312564415,-0.0608787627193488,-0.586787761634772,0.108406144112828,0.407188016334725,-0.152836749947573,-0.302671490288986,0.0340057182360596,0.28259963099003,0.0229052480904097,-0.219572298716814,0.0363713945015888,0.253778746725288,-0.0142154173305052,-0.0472089285957718,0.0311994658065764,-0.0460314064074735,0.0558441464499867,0.0310208731493449,-0.0565400495944534
0.652851859511012,-0.06108753311578,-0.587328560820689,0.109088695121008,0.408564325229617,-0.153879032325589,-0.304213770019777,0.0348388242442697,0.283573465194475,0.0237023018024657,-0.220582131918186,0.0371159065458411,0.254919183570079,-0.0148498840224808,-0.048487607757898,0.0319218563555029,-0.0466165126640532,0.0568013464816269,0.0318032066663261,-0.0576870024983974
0.653168264043869,-0.0612795163695909,-0.587822909265956,0.109710556432859,0.409821149522063,-0.154830065510043,-0.305621403959837,0.0355985352316315,0.284463046856101,0.0244297255798764,-0.221503812389467,0.037795090440663,0.255958882406826,-0.0154278703849844,-0.0496534039133165,0.0325795471113,-0.0471490878306758,0.0576739997883429,0.0325166926815997,-0.0587338376858708
